"","team_1","year","match_type","gender","n.x","n.y","n"
"1112","Switzerland","2022","T20","male",2,3,5
"1113","Tanzania","2019","T20","female",1,2,3
"1114","Tanzania","2021","T20","female",4,2,6
"1115","Tanzania","2021","T20","male",8,2,10
"1116","Tanzania","2022","T20","female",5,2,7
"1117","Tanzania","2022","T20","male",8,13,21
"1118","Tanzania","2023","T20","female",5,3,8
"1119","Tanzania","2023","T20","male",8,9,17
"1120","Thailand","2018","T20","female",4,5,9
"1121","Thailand","2019","T20","female",6,8,14
"1122","Thailand","2020","T20","female",1,3,4
"1123","Thailand","2020","T20","male",4,NA,NA
"1124","Thailand","2021","T20","female",3,NA,NA
"1125","Thailand","2022","ODI","female",3,1,4
"1126","Thailand","2022","T20","female",7,8,15
"1127","Thailand","2022","T20","male",3,2,5
"1128","Thailand","2023","ODI","female",3,2,5
"1129","Thailand","2023","T20","female",5,8,13
"1130","Thailand","2023","T20","male",2,2,4
"1131","Turkey","2022","T20","male",1,3,4
"1132","Turkey","2023","T20","female",2,2,4
"1133","Turkey","2023","T20","male",1,2,3
"1134","Uganda","2018","T20","female",2,2,4
"1135","Uganda","2019","T20","male",4,NA,NA
"1136","Uganda","2021","T20","female",2,2,4
"1137","Uganda","2021","T20","male",8,12,20
"1138","Uganda","2022","T20","female",5,12,17
"1139","Uganda","2022","T20","male",12,10,22
"1140","Uganda","2023","T20","female",3,7,10
"1141","Uganda","2023","T20","male",14,13,27
"1142","United Arab Emirates","2014","ODI","male",2,2,4
"1143","United Arab Emirates","2015","ODI","male",3,4,7
"1144","United Arab Emirates","2015","T20","male",1,3,4
"1145","United Arab Emirates","2016","T20","male",6,7,13
"1146","United Arab Emirates","2017","ODI","male",4,NA,NA
"1147","United Arab Emirates","2017","T20","male",4,NA,NA
"1148","United Arab Emirates","2018","ODI","male",3,6,9
"1149","United Arab Emirates","2018","T20","female",3,2,5
"1150","United Arab Emirates","2018","T20","male",1,NA,NA
"1151","United Arab Emirates","2019","ODI","male",6,3,9
"1152","United Arab Emirates","2019","T20","male",13,2,15
"1153","United Arab Emirates","2021","T20","female",4,1,5
"1154","United Arab Emirates","2021","T20","male",2,1,3
"1155","United Arab Emirates","2022","ODI","male",10,11,21
"1156","United Arab Emirates","2022","T20","female",9,18,27
"1157","United Arab Emirates","2022","T20","male",11,5,16
"1158","United Arab Emirates","2023","ODI","male",15,11,26
"1159","United Arab Emirates","2023","T20","female",12,6,18
"1160","United Arab Emirates","2023","T20","male",9,11,20
"1161","United States of America","2004","ODI","male",1,1,2
"1162","United States of America","2019","ODI","male",3,5,8
"1163","United States of America","2019","T20","female",2,4,6
"1164","United States of America","2019","T20","male",1,7,8
"1165","United States of America","2021","ODI","male",3,1,4
"1166","United States of America","2021","T20","male",2,5,7
"1167","United States of America","2022","ODI","male",9,10,19
"1168","United States of America","2022","T20","female",4,2,6
"1169","United States of America","2022","T20","male",2,3,5
"1170","United States of America","2023","ODI","male",6,5,11
"1171","United States of America","2023","T20","female",5,1,6
"1172","Vanuatu","2019","T20","female",3,NA,NA
"1173","Vanuatu","2022","T20","male",3,2,5
"1174","Vanuatu","2023","T20","female",2,4,6
"1175","Vanuatu","2023","T20","male",2,4,6
"1176","West Indies","2003","ODI","male",4,10,14
"1177","West Indies","2003","Test","male",1,2,3
"1178","West Indies","2004","ODI","male",5,11,16
"1179","West Indies","2004","Test","male",1,2,3
"1180","West Indies","2005","ODI","male",5,3,8
"1181","West Indies","2005","Test","male",2,1,3
"1182","West Indies","2006","ODI","male",10,18,28
"1183","West Indies","2006","Test","male",2,4,6
"1184","West Indies","2007","ODI","male",9,7,16
"1185","West Indies","2007","Test","male",2,3,5
"1186","West Indies","2008","ODI","male",8,7,15
"1187","West Indies","2008","T20","male",1,3,4
"1188","West Indies","2008","Test","male",5,2,7
"1189","West Indies","2009","ODI","male",12,6,18
"1190","West Indies","2009","T20","male",2,6,8
"1191","West Indies","2009","Test","male",7,4,11
"1192","West Indies","2010","ODI","male",10,1,11
"1193","West Indies","2010","T20","female",1,NA,NA
"1194","West Indies","2010","T20","male",8,1,9
"1195","West Indies","2010","Test","male",3,1,4
"1196","West Indies","2011","ODI","male",10,18,28
"1197","West Indies","2011","T20","male",2,3,5
"1198","West Indies","2011","Test","male",5,5,10
"1199","West Indies","2012","ODI","male",10,7,17
"1200","West Indies","2012","T20","male",2,8,10
"1201","West Indies","2012","Test","male",5,5,10
"1202","West Indies","2013","ODI","male",11,10,21
"1203","West Indies","2013","T20","female",2,3,5
"1204","West Indies","2013","T20","male",4,1,5
"1205","West Indies","2013","Test","male",2,5,7
"1206","West Indies","2014","ODI","male",7,5,12
"1207","West Indies","2014","T20","male",8,7,15
"1208","West Indies","2014","Test","male",5,2,7
"1209","West Indies","2015","ODI","male",1,12,13
"1210","West Indies","2015","T20","female",1,3,4
"1211","West Indies","2015","Test","male",5,3,8
"1212","West Indies","2016","ODI","male",7,4,11
"1213","West Indies","2016","Test","male",4,1,5
"1214","West Indies","2017","ODI","male",17,4,21
"1215","West Indies","2017","T20","female",1,NA,NA
"1216","West Indies","2017","T20","male",9,1,10
"1217","West Indies","2017","Test","male",6,4,10
"1218","West Indies","2018","ODI","female",2,3,5
"1219","West Indies","2018","ODI","male",5,8,13
"1220","West Indies","2018","T20","female",6,6,12
"1221","West Indies","2018","T20","male",4,11,15
"1222","West Indies","2018","Test","male",4,5,9
"1223","West Indies","2019","ODI","female",3,6,9
"1224","West Indies","2019","ODI","male",7,20,27
"1225","West Indies","2019","T20","female",8,7,15
"1226","West Indies","2019","T20","male",4,8,12
"1227","West Indies","2019","Test","male",5,1,6
"1228","West Indies","2020","ODI","male",3,3,6
"1229","West Indies","2020","T20","female",1,7,8
"1230","West Indies","2020","T20","male",5,3,8
"1231","West Indies","2021","ODI","female",7,6,13
"1232","West Indies","2021","ODI","male",6,3,9
"1233","West Indies","2021","T20","female",2,4,6
"1234","West Indies","2021","T20","male",12,13,25
"1235","West Indies","2021","Test","male",3,7,10
"1236","West Indies","2022","ODI","female",9,9,18
"1237","West Indies","2022","ODI","male",11,10,21
"1238","West Indies","2022","T20","female",6,4,10
"1239","West Indies","2022","T20","male",8,16,24
"1240","West Indies","2023","ODI","female",4,2,6
"1241","West Indies","2023","ODI","male",10,8,18
"1242","West Indies","2023","T20","female",6,8,14
"1243","West Indies","2023","T20","male",7,6,13
"1244","West Indies","2023","Test","male",2,4,6
"1245","Zimbabwe","2003","ODI","male",10,11,21
"1246","Zimbabwe","2003","Test","male",1,2,3
"1247","Zimbabwe","2004","ODI","male",8,11,19
"1248","Zimbabwe","2005","ODI","male",3,2,5
"1249","Zimbabwe","2005","Test","male",4,1,5
"1250","Zimbabwe","2007","ODI","male",2,3,5
"1251","Zimbabwe","2009","ODI","male",5,10,15
"1252","Zimbabwe","2010","ODI","male",2,12,14
"1253","Zimbabwe","2011","ODI","male",4,4,8
"1254","Zimbabwe","2011","Test","male",2,NA,NA
"1255","Zimbabwe","2013","ODI","male",5,2,7
"1256","Zimbabwe","2013","T20","male",2,2,4
"1257","Zimbabwe","2014","ODI","male",6,5,11
"1258","Zimbabwe","2015","ODI","male",3,12,15
"1259","Zimbabwe","2015","T20","male",2,4,6
"1260","Zimbabwe","2016","ODI","male",4,NA,NA
"1261","Zimbabwe","2016","Test","male",2,NA,NA
"1262","Zimbabwe","2017","Test","male",2,2,4
"1263","Zimbabwe","2018","ODI","male",12,6,18
"1264","Zimbabwe","2018","T20","male",1,1,2
"1265","Zimbabwe","2019","ODI","male",3,5,8
"1266","Zimbabwe","2019","T20","female",5,NA,NA
"1267","Zimbabwe","2020","Test","male",2,1,3
"1268","Zimbabwe","2021","ODI","female",2,4,6
"1269","Zimbabwe","2021","ODI","male",4,2,6
"1270","Zimbabwe","2021","T20","female",3,5,8
"1271","Zimbabwe","2021","T20","male",8,9,17
"1272","Zimbabwe","2021","Test","male",1,4,5
"1273","Zimbabwe","2022","ODI","male",8,7,15
"1274","Zimbabwe","2022","T20","female",8,5,13
"1275","Zimbabwe","2022","T20","male",16,8,24
"1276","Zimbabwe","2023","ODI","female",1,2,3
"1277","Zimbabwe","2023","ODI","male",10,6,16
"1278","Zimbabwe","2023","T20","female",6,2,8
"1279","Zimbabwe","2023","T20","male",9,8,17
"1280","Zimbabwe","2023","Test","male",1,1,2
"1281","Afghanistan","2010","ODI","male",NA,2,NA
"1282","Afghanistan","2012","ODI","male",NA,1,NA
"1283","Afghanistan","2016","ODI","male",NA,8,NA
"1284","Afghanistan","2018","Test","male",NA,1,NA
"1285","Afghanistan","2023","Test","male",NA,1,NA
"1286","Asia XI","2005","ODI","male",NA,2,NA
"1287","Asia XI","2007","ODI","male",NA,3,NA
"1288","Australia","2005","T20","male",NA,2,NA
"1289","Australia","2007","ODI","female",NA,1,NA
"1290","Australia","2008","T20","male",NA,1,NA
"1291","Australia","2009","ODI","female",NA,1,NA
"1292","Australia","2009","T20","female",NA,2,NA
"1293","Australia","2011","T20","male",NA,2,NA
"1294","Australia","2011","Test","female",NA,1,NA
"1295","Australia","2013","T20","female",NA,3,NA
"1296","Australia","2013","Test","female",NA,1,NA
"1297","Australia","2015","ODI","female",NA,3,NA
"1298","Australia","2015","T20","female",NA,6,NA
"1299","Australia","2015","T20","male",NA,1,NA
"1300","Australia","2015","Test","female",NA,1,NA
"1301","Australia","2017","Test","female",NA,1,NA
"1302","Australia","2017","Test","male",NA,8,NA
"1303","Australia","2019","Test","female",NA,1,NA
"1304","Australia","2021","Test","female",NA,1,NA
"1305","Bangladesh","2008","T20","male",NA,2,NA
"1306","Bangladesh","2009","Test","male",NA,2,NA
"1307","Bangladesh","2013","ODI","female",NA,2,NA
"1308","Bangladesh","2013","T20","female",NA,2,NA
"1309","Bangladesh","2015","ODI","female",NA,1,NA
"1310","Bangladesh","2017","T20","male",NA,7,NA
"1311","Bangladesh","2021","ODI","female",NA,2,NA
"1312","Bermuda","2008","ODI","male",NA,1,NA
"1313","Botswana","2019","T20","female",NA,5,NA
"1314","Brazil","2021","T20","female",NA,1,NA
"1315","Canada","2012","T20","male",NA,1,NA
"1316","Canada","2019","T20","female",NA,2,NA
"1317","Czech Republic","2020","T20","male",NA,1,NA
"1318","England","2002","Test","male",NA,1,NA
"1319","England","2003","Test","female",NA,1,NA
"1320","England","2005","Test","female",NA,1,NA
"1321","England","2005","Test","male",NA,4,NA
"1322","England","2008","Test","female",NA,1,NA
"1323","England","2009","Test","female",NA,1,NA
"1324","England","2011","ODI","female",NA,3,NA
"1325","England","2022","Test","female",NA,2,NA
"1326","England","2023","Test","female",NA,2,NA
"1327","Eswatini","2023","T20","female",NA,3,NA
"1328","Germany","2020","T20","male",NA,2,NA
"1329","Greece","2022","T20","male",NA,3,NA
"1330","Guernsey","2020","T20","male",NA,1,NA
"1331","Guernsey","2022","T20","female",NA,1,NA
"1332","Hong Kong","2015","ODI","male",NA,1,NA
"1333","Hong Kong","2018","ODI","male",NA,2,NA
"1334","India","2002","ODI","male",NA,1,NA
"1335","India","2003","Test","male",NA,2,NA
"1336","India","2006","T20","male",NA,1,NA
"1337","India","2006","Test","female",NA,1,NA
"1338","India","2009","ODI","female",NA,1,NA
"1339","India","2010","T20","female",NA,1,NA
"1340","India","2011","T20","female",NA,1,NA
"1341","India","2012","ODI","female",NA,4,NA
"1342","India","2012","T20","female",NA,3,NA
"1343","India","2014","ODI","female",NA,2,NA
"1344","India","2014","Test","female",NA,1,NA
"1345","India","2014","Test","male",NA,8,NA
"1346","India","2016","ODI","female",NA,1,NA
"1347","Ireland","2010","T20","male",NA,2,NA
"1348","Ireland","2013","T20","male",NA,2,NA
"1349","Ireland","2014","T20","male",NA,2,NA
"1350","Ireland","2017","ODI","female",NA,5,NA
"1351","Ireland","2017","T20","male",NA,4,NA
"1352","Ireland","2018","ODI","female",NA,1,NA
"1353","Ireland","2019","Test","male",NA,2,NA
"1354","Ireland","2020","T20","male",NA,6,NA
"1355","Isle of Man","2021","T20","male",NA,4,NA
"1356","Isle of Man","2023","T20","female",NA,4,NA
"1357","Kenya","2008","ODI","male",NA,3,NA
"1358","Kenya","2008","T20","male",NA,1,NA
"1359","Kenya","2013","ODI","male",NA,1,NA
"1360","Lesotho","2023","T20","female",NA,3,NA
"1361","Luxembourg","2020","T20","male",NA,2,NA
"1362","Malawi","2022","T20","male",NA,4,NA
"1363","Maldives","2019","T20","female",NA,3,NA
"1364","Maldives","2020","T20","male",NA,1,NA
"1365","Mali","2019","T20","female",NA,1,NA
"1366","Mongolia","2023","T20","male",NA,1,NA
"1367","Namibia","2003","ODI","male",NA,6,NA
"1368","Nepal","2014","T20","male",NA,4,NA
"1369","Nepal","2018","ODI","male",NA,1,NA
"1370","Nepal","2018","T20","male",NA,1,NA
"1371","Nepal","2019","ODI","male",NA,3,NA
"1372","Nepal","2020","T20","male",NA,2,NA
"1373","Netherlands","2006","ODI","male",NA,2,NA
"1374","Netherlands","2010","ODI","male",NA,1,NA
"1375","Netherlands","2016","T20","male",NA,3,NA
"1376","New Zealand","2009","T20","female",NA,1,NA
"1377","New Zealand","2012","ODI","female",NA,2,NA
"1378","New Zealand","2015","T20","male",NA,3,NA
"1379","New Zealand","2017","T20","female",NA,1,NA
"1380","Nigeria","2019","T20","female",NA,3,NA
"1381","Norway","2019","T20","male",NA,4,NA
"1382","Norway","2022","T20","female",NA,1,NA
"1383","Oman","2015","T20","male",NA,6,NA
"1384","Oman","2017","T20","male",NA,2,NA
"1385","Pakistan","2002","Test","male",NA,1,NA
"1386","Pakistan","2003","Test","male",NA,4,NA
"1387","Pakistan","2006","T20","male",NA,1,NA
"1388","Pakistan","2012","T20","female",NA,2,NA
"1389","Pakistan","2012","Test","male",NA,2,NA
"1390","Pakistan","2013","ODI","female",NA,3,NA
"1391","Pakistan","2013","T20","male",NA,5,NA
"1392","Pakistan","2014","ODI","female",NA,2,NA
"1393","Pakistan","2014","Test","male",NA,3,NA
"1394","Pakistan","2015","Test","male",NA,4,NA
"1395","Pakistan","2016","ODI","female",NA,6,NA
"1396","Pakistan","2017","Test","male",NA,4,NA
"1397","Pakistan","2023","Test","male",NA,5,NA
"1398","Papua New Guinea","2015","T20","male",NA,3,NA
"1399","Papua New Guinea","2016","ODI","male",NA,3,NA
"1400","Papua New Guinea","2016","T20","male",NA,2,NA
"1401","Papua New Guinea","2017","ODI","male",NA,3,NA
"1402","Papua New Guinea","2017","T20","male",NA,3,NA
"1403","Portugal","2019","T20","male",NA,3,NA
"1404","Qatar","2019","T20","male",NA,4,NA
"1405","Qatar","2021","T20","female",NA,3,NA
"1406","Samoa","2019","T20","female",NA,2,NA
"1407","Saudi Arabia","2021","T20","male",NA,2,NA
"1408","Scotland","2007","T20","male",NA,1,NA
"1409","Scotland","2008","T20","male",NA,2,NA
"1410","Scotland","2009","ODI","male",NA,3,NA
"1411","Scotland","2013","T20","male",NA,3,NA
"1412","Scotland","2017","T20","male",NA,2,NA
"1413","Singapore","2020","T20","male",NA,3,NA
"1414","South Africa","2014","ODI","female",NA,3,NA
"1415","South Africa","2014","ODI","male",NA,11,NA
"1416","South Africa","2014","T20","female",NA,10,NA
"1417","South Africa","2020","ODI","female",NA,3,NA
"1418","Sri Lanka","2003","Test","male",NA,1,NA
"1419","Sri Lanka","2004","Test","male",NA,1,NA
"1420","Sri Lanka","2006","T20","male",NA,3,NA
"1421","Sri Lanka","2007","T20","male",NA,5,NA
"1422","Sri Lanka","2008","T20","male",NA,2,NA
"1423","Sri Lanka","2010","ODI","male",NA,8,NA
"1424","Sri Lanka","2011","T20","male",NA,2,NA
"1425","Sri Lanka","2013","ODI","female",NA,5,NA
"1426","Sri Lanka","2015","ODI","female",NA,2,NA
"1427","Sri Lanka","2017","T20","female",NA,1,NA
"1428","Sri Lanka","2018","ODI","female",NA,1,NA
"1429","Sri Lanka","2020","T20","female",NA,4,NA
"1430","Sweden","2021","T20","female",NA,1,NA
"1431","Sweden","2022","T20","female",NA,1,NA
"1432","Switzerland","2023","T20","male",NA,5,NA
"1433","Thailand","2019","T20","male",NA,4,NA
"1434","Uganda","2019","T20","female",NA,5,NA
"1435","United Arab Emirates","2008","ODI","male",NA,2,NA
"1436","United Arab Emirates","2016","ODI","male",NA,2,NA
"1437","United Arab Emirates","2019","T20","female",NA,6,NA
"1438","United Arab Emirates","2020","ODI","male",NA,3,NA
"1439","United Arab Emirates","2020","T20","male",NA,3,NA
"1440","United Arab Emirates","2021","ODI","male",NA,2,NA
"1441","United States of America","2020","ODI","male",NA,4,NA
"1442","United States of America","2021","T20","female",NA,2,NA
"1443","Vanuatu","2019","T20","male",NA,9,NA
"1444","West Indies","2006","T20","male",NA,1,NA
"1445","West Indies","2007","T20","male",NA,5,NA
"1446","West Indies","2009","ODI","female",NA,1,NA
"1447","West Indies","2009","T20","female",NA,1,NA
"1448","West Indies","2012","T20","female",NA,5,NA
"1449","West Indies","2013","ODI","female",NA,3,NA
"1450","West Indies","2014","ODI","female",NA,4,NA
"1451","West Indies","2014","T20","female",NA,2,NA
"1452","West Indies","2015","T20","male",NA,4,NA
"1453","West Indies","2016","ODI","female",NA,3,NA
"1454","West Indies","2016","T20","female",NA,8,NA
"1455","West Indies","2016","T20","male",NA,9,NA
"1456","West Indies","2017","ODI","female",NA,7,NA
"1457","West Indies","2020","Test","male",NA,5,NA
"1458","West Indies","2022","Test","male",NA,7,NA
"1459","Zimbabwe","2006","ODI","male",NA,15,NA
"1460","Zimbabwe","2007","T20","male",NA,2,NA
"1461","Zimbabwe","2008","ODI","male",NA,4,NA
"1462","Zimbabwe","2010","T20","male",NA,5,NA
"1463","Zimbabwe","2012","ODI","male",NA,3,NA
"1464","Zimbabwe","2012","T20","male",NA,4,NA
"1465","Zimbabwe","2012","Test","male",NA,1,NA
"1466","Zimbabwe","2013","Test","male",NA,2,NA
"1467","Zimbabwe","2014","Test","male",NA,3,NA
"1468","Zimbabwe","2016","T20","male",NA,7,NA
"1469","Zimbabwe","2017","ODI","male",NA,5,NA
"1470","Zimbabwe","2018","Test","male",NA,1,NA
"1471","Zimbabwe","2019","T20","male",NA,12,NA
"1472","Zimbabwe","2020","ODI","male",NA,3,NA
"1473","Zimbabwe","2020","T20","male",NA,2,NA
